,createdAt,platformId,platformCode,channelId,channelCode,deviceCategory,total,tax,delivery,revenue,profit,quantity
146,2020-01-08,308_rtbhouse,RtbHouse,308_rtbhouse,rtbhouse,mobile,948,199,141,784,0.0,18
147,2020-01-08,308_silverpop,Silverpop,308_emailing,emailing,desktop,90600,19026,4445,88440,0.0,89
148,2020-01-08,308_silverpop,Silverpop,308_emailing,emailing,mobile,15646,3285,1185,15056,0.0,5
149,2020-01-08,308_silverpop,Silverpop,308_emailing,emailing,tablet,8793,1846,281,8952,0.0,10
150,2020-01-08,308_sklik,Sklik,308_sklik_bra,sklik_bra,desktop,9125,1916,464,8805,0.0,10
151,2020-01-08,308_sklik,Sklik,308_sklik_bra,sklik_bra,mobile,2265,476,116,2160,0.0,2
152,2020-01-08,308_sklik,Sklik,308_sklik_bra,sklik_bra,tablet,8407,1765,0,8993,0.0,2
153,2020-01-08,308_sklik,Sklik,308_sklik_rem,sklik_rem,desktop,4613,969,116,4514,0.0,4
154,2020-01-08,308_sklik,Sklik,308_sklik_sea,sklik_sea,mobile,1335,280,232,1103,0.0,2
155,2020-01-08,308_zbozicz,ZboziCz,308_zbozi,zbozi,desktop,909,191,116,792,0.0,1
156,2020-01-09,308_adwords,AdWords,308_adwords_bra,adwords_bra,desktop,27824,5575,1326,26376,0.0,52
157,2020-01-09,308_adwords,AdWords,308_adwords_bra,adwords_bra,mobile,24047,5051,1184,23852,0.0,11
158,2020-01-09,308_adwords,AdWords,308_adwords_pla,adwords_pla,desktop,103346,21703,4560,101334,0.0,49
159,2020-01-09,308_adwords,AdWords,308_adwords_pla,adwords_pla,mobile,3287,690,373,2888,0.0,4
160,2020-01-09,308_adwords,AdWords,308_adwords_rem,adwords_rem,desktop,11216,2355,541,11198,0.0,9
161,2020-01-09,308_heurekacz,HeurekaCz,308_heureka,heureka,desktop,1483,312,232,1215,0.0,2
162,2020-01-09,308_notset,notset,308_direct,direct,desktop,46694,9807,2027,45816,0.0,35
163,2020-01-09,308_notset,notset,308_notset,notset,desktop,921,193,116,782,0.0,2
164,2020-01-09,308_notset,notset,308_organic,organic,desktop,28076,5895,1547,26352,0.0,55
165,2020-01-09,308_notset,notset,308_organic,organic,mobile,443,93,0,443,0.0,2
166,2020-01-09,308_notset,notset,308_referral,referral,desktop,3809,800,373,3374,0.0,6
167,2020-01-09,308_rtbhouse,RtbHouse,308_rtbhouse,rtbhouse,desktop,26255,5513,1027,25810,0.0,37
168,2020-01-09,308_silverpop,Silverpop,308_emailing,emailing,desktop,25250,5303,1398,23679,0.0,23
169,2020-01-09,308_silverpop,Silverpop,308_emailing,emailing,tablet,2432,511,0,2432,0.0,1
170,2020-01-09,308_sklik,Sklik,308_sklik_bra,sklik_bra,desktop,19511,4097,915,19624,0.0,6
171,2020-01-09,308_sklik,Sklik,308_sklik_bra,sklik_bra,mobile,7085,1487,116,7175,0.0,9
172,2020-01-09,308_sklik,Sklik,308_sklik_rem,sklik_rem,desktop,2712,569,141,2581,0.0,2
173,2020-01-09,308_sklik,Sklik,308_sklik_rem,sklik_rem,mobile,3207,674,116,3285,0.0,11
174,2020-01-10,308_adwords,AdWords,308_adwords_bra,adwords_bra,desktop,66135,13880,1141,68133,0.0,71
175,2020-01-10,308_adwords,AdWords,308_adwords_bra,adwords_bra,mobile,5078,1066,140,5085,0.0,3
176,2020-01-10,308_adwords,AdWords,308_adwords_pla,adwords_pla,desktop,44095,9261,2376,41834,0.0,57
177,2020-01-10,308_adwords,AdWords,308_adwords_pla,adwords_pla,mobile,11419,2398,912,10293,0.0,9
178,2020-01-10,308_adwords,AdWords,308_adwords_rem,adwords_rem,desktop,1462,307,0,1508,0.0,3
179,2020-01-10,308_heurekacz,HeurekaCz,308_heureka,heureka,mobile,1765,371,116,1613,0.0,1
180,2020-01-10,308_notset,notset,308_direct,direct,desktop,12751,2679,721,12118,0.0,28
181,2020-01-10,308_notset,notset,308_direct,direct,mobile,1255,264,116,1116,0.0,2
182,2020-01-10,308_notset,notset,308_facebook,facebook,desktop,4207,884,116,4056,0.0,5
183,2020-01-10,308_notset,notset,308_organic,organic,desktop,22558,4737,837,22476,0.0,28
184,2020-01-10,308_notset,notset,308_organic,organic,mobile,4253,894,282,3945,0.0,6
185,2020-01-10,308_notset,notset,308_referral,referral,desktop,6496,1364,232,6363,0.0,25
186,2020-01-10,308_rtbhouse,RtbHouse,308_rtbhouse,rtbhouse,desktop,13355,2804,605,12713,0.0,17
187,2020-01-10,308_silverpop,Silverpop,308_emailing,emailing,desktop,57747,12128,3160,56151,0.0,107
188,2020-01-10,308_silverpop,Silverpop,308_emailing,emailing,mobile,1676,352,232,1386,0.0,3
189,2020-01-10,308_sklik,Sklik,308_sklik_bra,sklik_bra,desktop,19151,4023,896,18086,0.0,42
190,2020-01-10,308_sklik,Sklik,308_sklik_rem,sklik_rem,desktop,4244,891,141,4067,0.0,5
191,2020-01-11,308_adwords,AdWords,308_adwords_bra,adwords_bra,desktop,3564,749,257,3405,0.0,7
192,2020-01-11,308_adwords,AdWords,308_adwords_bra,adwords_bra,mobile,7510,1577,281,7158,0.0,7
193,2020-01-11,308_adwords,AdWords,308_adwords_pla,adwords_pla,desktop,12440,2613,837,11568,0.0,14
194,2020-01-11,308_adwords,AdWords,308_adwords_pla,adwords_pla,mobile,16733,3514,1623,14986,0.0,20
195,2020-01-11,308_heurekacz,HeurekaCz,308_heureka,heureka,desktop,1704,358,140,1582,0.0,2
196,2020-01-11,308_notset,notset,308_direct,direct,desktop,12498,2625,373,12202,0.0,21
197,2020-01-11,308_notset,notset,308_direct,direct,mobile,1840,386,116,1777,0.0,4
198,2020-01-11,308_notset,notset,308_organic,organic,mobile,1183,248,232,880,0.0,3
199,2020-01-11,308_notset,notset,308_referral,referral,desktop,2616,549,116,2510,0.0,4
200,2020-01-11,308_rtbhouse,RtbHouse,308_rtbhouse,rtbhouse,desktop,2337,491,232,2115,0.0,3
201,2020-01-11,308_rtbhouse,RtbHouse,308_rtbhouse,rtbhouse,tablet,6192,1300,116,6745,0.0,7
202,2020-01-11,308_silverpop,Silverpop,308_emailing,emailing,desktop,34641,7272,1610,33979,0.0,49
203,2020-01-11,308_sklik,Sklik,308_sklik_bra,sklik_bra,desktop,2892,608,232,2589,0.0,2
204,2020-01-11,308_sklik,Sklik,308_sklik_bra,sklik_bra,mobile,288,60,0,288,0.0,5
205,2020-01-11,308_sklik,Sklik,308_sklik_pla,sklik_pla,desktop,3129,657,116,3024,0.0,5
206,2020-01-12,308_adwords,AdWords,308_adwords_bra,adwords_bra,desktop,17209,3614,232,17183,0.0,21
207,2020-01-12,308_adwords,AdWords,308_adwords_bra,adwords_bra,mobile,338,71,116,187,0.0,1
208,2020-01-12,308_adwords,AdWords,308_adwords_pla,adwords_pla,desktop,26159,5495,1501,25745,0.0,66
209,2020-01-12,308_adwords,AdWords,308_adwords_pla,adwords_pla,mobile,11181,2348,1350,9629,0.0,20
210,2020-01-12,308_adwords,AdWords,308_adwords_rem,adwords_rem,mobile,2356,495,116,2251,0.0,5
211,2020-01-12,308_heurekacz,HeurekaCz,308_heureka,heureka,desktop,2475,520,116,2324,0.0,1
212,2020-01-12,308_notset,notset,308_direct,direct,desktop,31013,6512,1697,30387,0.0,37
213,2020-01-12,308_notset,notset,308_direct,direct,mobile,1478,310,116,1327,0.0,1
214,2020-01-12,308_notset,notset,308_organic,organic,desktop,16366,3438,1037,15171,0.0,29
215,2020-01-12,308_notset,notset,308_referral,referral,desktop,9833,2066,257,9917,0.0,20
216,2020-01-12,308_notset,notset,308_referral,referral,mobile,691,145,116,575,0.0,1
217,2020-01-12,308_rtbhouse,RtbHouse,308_rtbhouse,rtbhouse,desktop,13607,2857,372,13716,0.0,22
218,2020-01-12,308_rtbhouse,RtbHouse,308_rtbhouse,rtbhouse,mobile,2406,505,116,2301,0.0,36
219,2020-01-12,308_silverpop,Silverpop,308_emailing,emailing,desktop,41831,8775,1841,41548,0.0,72
220,2020-01-12,308_sklik,Sklik,308_sklik_bra,sklik_bra,desktop,12222,2567,573,12083,0.0,13
221,2020-01-12,308_sklik,Sklik,308_sklik_bra,sklik_bra,mobile,691,145,116,575,0.0,1
222,2020-01-12,308_sklik,Sklik,308_sklik_pla,sklik_pla,desktop,405,85,141,229,0.0,1
223,2020-01-12,308_sklik,Sklik,308_sklik_sea,sklik_sea,desktop,577,121,116,425,0.0,1
224,2020-01-12,308_zbozicz,ZboziCz,308_zbozi,zbozi,mobile,2624,551,116,2525,0.0,3
225,2020-01-13,308_adwords,AdWords,308_adwords_bra,adwords_bra,desktop,45415,9538,2577,44483,0.0,85
226,2020-01-13,308_adwords,AdWords,308_adwords_bra,adwords_bra,mobile,2186,451,257,1864,0.0,5
227,2020-01-13,308_adwords,AdWords,308_adwords_bra,adwords_bra,tablet,2812,591,116,2706,0.0,3
228,2020-01-13,308_adwords,AdWords,308_adwords_pla,adwords_pla,desktop,27600,5796,1867,25904,0.0,27
229,2020-01-13,308_adwords,AdWords,308_adwords_pla,adwords_pla,mobile,23838,5006,1044,23247,0.0,26
230,2020-01-13,308_adwords,AdWords,308_adwords_rem,adwords_rem,desktop,1734,364,232,1479,0.0,3
231,2020-01-13,308_heurekacz,HeurekaCz,308_heureka,heureka,desktop,10790,2265,316,11107,0.0,3
232,2020-01-13,308_notset,notset,308_direct,direct,desktop,43676,9171,1635,44244,0.0,44
233,2020-01-13,308_notset,notset,308_notset,notset,desktop,20324,4268,257,19996,0.0,4
234,2020-01-13,308_notset,notset,308_organic,organic,desktop,14049,2951,968,13045,0.0,87
235,2020-01-13,308_notset,notset,308_organic,organic,mobile,3934,826,232,3895,0.0,6
236,2020-01-13,308_rtbhouse,RtbHouse,308_rtbhouse,rtbhouse,desktop,15218,3195,664,14596,0.0,15
237,2020-01-13,308_rtbhouse,RtbHouse,308_rtbhouse,rtbhouse,mobile,3699,777,140,3753,0.0,2
238,2020-01-13,308_silverpop,Silverpop,308_emailing,emailing,desktop,47414,9958,2215,46453,0.0,104
239,2020-01-13,308_silverpop,Silverpop,308_emailing,emailing,mobile,16353,3435,607,16396,0.0,7
240,2020-01-13,308_sklik,Sklik,308_sklik_bra,sklik_bra,desktop,27190,5709,805,27013,0.0,34
241,2020-01-13,308_sklik,Sklik,308_sklik_pla,sklik_pla,desktop,855,180,116,704,0.0,1
242,2020-01-13,308_sklik,Sklik,308_sklik_rem,sklik_rem,desktop,3062,644,348,2643,0.0,3
243,2020-01-13,308_sklik,Sklik,308_sklik_rem,sklik_rem,mobile,680,143,141,539,0.0,1
244,2020-01-13,308_zbozicz,ZboziCz,308_zbozi,zbozi,desktop,4761,1000,257,4525,0.0,5
245,2020-01-14,308_adwords,AdWords,308_adwords_bra,adwords_bra,desktop,20098,4221,976,19237,0.0,24
246,2020-01-14,308_adwords,AdWords,308_adwords_bra,adwords_bra,mobile,7147,1491,464,6595,0.0,12
247,2020-01-14,308_adwords,AdWords,308_adwords_pla,adwords_pla,desktop,16178,3398,978,15696,0.0,33
248,2020-01-14,308_adwords,AdWords,308_adwords_pla,adwords_pla,mobile,10030,2107,837,9080,0.0,11
249,2020-01-14,308_adwords,AdWords,308_adwords_pla,adwords_pla,tablet,7944,1668,0,8530,0.0,4
250,2020-01-14,308_adwords,AdWords,308_adwords_rem,adwords_rem,desktop,4206,883,541,3718,0.0,2
251,2020-01-14,308_heurekacz,HeurekaCz,308_heureka,heureka,desktop,2426,510,232,2122,0.0,4
252,2020-01-14,308_notset,notset,308_direct,direct,desktop,15687,3295,798,14944,0.0,11
253,2020-01-14,308_notset,notset,308_direct,direct,mobile,4554,957,257,4297,0.0,10
254,2020-01-14,308_notset,notset,308_direct,direct,tablet,1520,319,0,1520,0.0,6
255,2020-01-14,308_notset,notset,308_organic,organic,desktop,80184,16841,3275,87110,0.0,32
256,2020-01-14,308_notset,notset,308_organic,organic,mobile,1195,251,116,1044,0.0,1
257,2020-01-14,308_notset,notset,308_referral,referral,desktop,20169,4236,516,20699,0.0,15
258,2020-01-14,308_notset,notset,308_referral,referral,mobile,2590,544,116,2438,0.0,5
259,2020-01-14,308_rtbhouse,RtbHouse,308_rtbhouse,rtbhouse,desktop,1220,256,116,1068,0.0,1
260,2020-01-14,308_rtbhouse,RtbHouse,308_rtbhouse,rtbhouse,mobile,8968,1884,488,8492,0.0,10
